4.79603e+14, 37, 1964862, 1974,195323, 38, 0
1.72309e+14, 22519826, 643729, 1839,66926, 4, 1
3.94534e+13, 2, 303721, 1839,31737, 2, 1
9.54659e+13, 3, 643729, 1839,66926, 4, 1
8.64942e+13, 10, 1212627, 2202,126219, 21, 1
9.31226e+13, 18, 930638, 1855,92316, 19, 1
3.94534e+13, 2, 303721, 1839,31737, 2, 1
9.98799e+13, 3, 685090, 1839,70933, 5, 1
1.83948e+14, 38, 1776013, 1855,174516, 39, 1
9.98799e+13, 4, 685090, 1839,70933, 5, 1
1.8922e+14, 27029722, 685090, 1839,70933, 5, 1
1.8922e+14, 27029724, 685090, 1839,70933, 5, 1
1.79553e+14, 26356865, 685090, 1839,70933, 5, 1
1.63103e+15, 189967331, 5077561, 2047,503527, 109, 1
1.15003e+14, 21118080, 685090, 1839,70933, 5, 1
2.0429e+15, 189967331, 5077561, 2047,503527, 109, 1
4.79603e+14, 37, 1964862, 1974,195323, 38, 1
2.56904e+14, 32464886, 685090, 1839,70933, 5, 1
1.63103e+15, 189967331, 5077561, 2047,503527, 109, 1
3.77704e+14, 50939618, 861958, 1839,88157, 9, 1
9.39837e+13, 35, 1578675, 2013,155999, 36, 1
9.39838e+13, 36, 1578675, 2013,155999, 36, 1
9.35407e+13, 6, 773524, 1855,79545, 7, 1
5.856e+13, 13, 904658, 2043,91131, 14, 1
1.2472e+14, 33572411, 1015388, 1905,103443, 11, 1
1.72535e+14, 28318164, 773524, 1855,79545, 7, 1
1.1448e+14, 19350178, 643729, 1839,66926, 4, 1
3.77704e+14, 50939618, 861958, 1839,88157, 9, 1
9.42362e+13, 4, 685090, 1839,70933, 5, 1
6.79739e+13, 8, 536695, 1847,54141, 8, 1
1.81562e+14, 26517785, 685090, 1839,70933, 5, 1
9.98799e+13, 3, 685090, 1839,70933, 5, 1
9.988e+13, 4, 685090, 1839,70933, 5, 1
9.39837e+13, 35, 1578675, 2013,155999, 36, 1
7.15661e+13, 6, 459037, 1845,46673, 6, 1
1.8922e+14, 27029724, 685090, 1839,70933, 5, 1
9.98799e+13, 3, 685090, 1839,70933, 5, 1
9.988e+13, 4, 685090, 1839,70933, 5, 1
1.89221e+14, 27029724, 685090, 1839,70933, 5, 1
9.78736e+13, 18, 1005796, 2039,99692, 19, 1
6.24572e+13, 8, 534036, 1882,54542, 9, 1
6.09781e+13, 4, 381379, 1843,39205, 4, 1
1.80465e+14, 25354978, 685090, 1839,70933, 5, 1
1.20204e+14, 5, 729307, 1839,75239, 6, 1
2.48787e+14, 34038319, 729307, 1839,75239, 6, 1
1.01438e+14, 14, 722866, 1917,72726, 15, 1
2.53987e+14, 46390537, 906175, 1839,92463, 10, 1
1.21452e+14, 4, 685090, 1839,70933, 5, 1
9.39837e+13, 35, 1578675, 2013,155999, 36, 1
2.33969e+14, 30982832, 685090, 1839,70933, 5, 1
9.05271e+13, 3, 685090, 1839,70933, 5, 1
2.71136e+14, 30997890, 685090, 1839,70933, 5, 1
5.32264e+14, 53892253, 729307, 1839,75239, 6, 1
5.13064e+14, 53892253, 729307, 1839,75239, 6, 0
2.27239e+14, 5, 729307, 1839,75239, 6, 0
5.15045e+14, 53950041, 729307, 1839,75239, 6, 0
4.61938e+13, 7, 603934, 2027,61844, 8, 1
1.28402e+14, 5, 780262, 1839,80245, 7, 1
1.20518e+14, 6, 780262, 1839,80245, 7, 1
2.50402e+14, 36288148, 780262, 1839,80245, 7, 1
5.32043e+14, 53883875, 729307, 1839,75239, 6, 1
2.33564e+14, 5, 729307, 1839,75239, 6, 0
6.79739e+13, 8, 536695, 1847,54141, 8, 1
1.72375e+14, 22521118, 643729, 1839,66926, 4, 1
1.72314e+14, 22519927, 643729, 1839,66926, 4, 1
1.72309e+14, 22519826, 643729, 1839,66926, 4, 1
9.31226e+13, 18, 930638, 1855,92316, 19, 1
9.31226e+13, 18, 930638, 1855,92316, 19, 1
1.8922e+14, 27029722, 685090, 1839,70933, 5, 1
9.11113e+13, 8, 550240, 1864,55848, 9, 1
9.49719e+13, 4, 685090, 1839,70933, 5, 0
5.57766e+13, 9, 575549, 1839,57891, 10, 1
1.72535e+14, 28318164, 773524, 1855,79545, 7, 1
1.2472e+14, 33572411, 1015388, 1905,103443, 11, 1
1.72535e+14, 28318164, 773524, 1855,79545, 7, 1
1.01438e+14, 14, 722866, 1917,72726, 15, 1
1.12885e+14, 8, 906175, 1839,92463, 10, 1
2.53987e+14, 46390533, 906175, 1839,92463, 10, 1
1.81562e+14, 26517785, 685090, 1839,70933, 5, 1
1.81562e+14, 26517785, 685090, 1839,70933, 5, 1
8.64942e+13, 10, 1212627, 2202,126219, 21, 1
7.15661e+13, 6, 459037, 1845,46673, 6, 1
1.8922e+14, 27029724, 685090, 1839,70933, 5, 1
1.8922e+14, 27029724, 685090, 1839,70933, 5, 1
1.89221e+14, 27029726, 685090, 1839,70933, 5, 1
8.75984e+13, 6, 817741, 1839,83851, 8, 1
1.71861e+14, 36166883, 909221, 1849,92777, 10, 1
9.39837e+13, 35, 1578675, 2013,155999, 36, 1
9.11113e+13, 8, 550240, 1864,55848, 9, 1
1.19526e+14, 4, 729307, 1839,75239, 6, 1
1.20204e+14, 5, 729307, 1839,75239, 6, 1
2.48016e+14, 31772012, 685090, 1839,70933, 5, 1
6.07051e+13, 7, 503988, 1889,51632, 8, 1
1.8069e+14, 28527938, 685090, 1839,70933, 5, 1
1.41026e+14, 4, 685090, 1839,70933, 5, 1
2.71136e+14, 30997890, 685090, 1839,70933, 5, 1
3.77704e+14, 50939622, 861958, 1839,88157, 9, 1
6.87272e+13, 6, 541979, 2046,55849, 7, 1
4.79603e+14, 37, 1964862, 1974,195323, 38, 1
5.12776e+14, 53883877, 729307, 1839,75239, 6, 1
8.64942e+13, 10, 1212627, 2202,126219, 21, 1
5.30323e+13, 14, 765566, 1839,76100, 15, 1
6.16963e+13, 13, 785109, 2067,78493, 14, 1
1.04829e+14, 9, 623446, 2039,62978, 10, 1
2.504e+14, 36288156, 780262, 1839,80245, 7, 1
2.63391e+14, 35840960, 780262, 1839,80245, 7, 1
2.33564e+14, 5, 729307, 1839,75239, 6, 0
4.79603e+14, 37, 1964862, 1974,195323, 38, 1
1.72309e+14, 22519826, 643729, 1839,66926, 4, 1
3.94534e+13, 2, 303721, 1839,31737, 2, 1
4.79603e+14, 37, 1964862, 1974,195323, 38, 1
9.31226e+13, 18, 930638, 1855,92316, 19, 1
9.54586e+13, 3, 643729, 1839,66926, 4, 1
9.31226e+13, 18, 930638, 1855,92316, 19, 1
9.54659e+13, 3, 643729, 1839,66926, 4, 1
4.79603e+14, 37, 1964862, 1974,195323, 38, 1
1.83948e+14, 38, 1776013, 1855,174516, 39, 1
1.8922e+14, 27029722, 685090, 1839,70933, 5, 1
8.64942e+13, 10, 1212627, 2202,126219, 21, 1
1.83948e+14, 38, 1776013, 1855,174516, 39, 1
8.64942e+13, 10, 1212627, 2202,126219, 21, 1
9.98799e+13, 4, 685090, 1839,70933, 5, 1
1.8922e+14, 27029722, 685090, 1839,70933, 5, 1
